Pos	Recs	PctRecs	Min_Q	Low_Q	Med_Q	Mean_Q	Hi_Q	Max_Q	Min_Pe	Low_Pe	Med_Pe	Mean_Pe	Hi_Pe	Max_Pe	Min_EE	Low_EE	Med_EE	Mean_EE	Hi_EE	Max_EE
490	479937	88.4	0.0	11.0	16.0	17.7	22.0	40.0	0.0001	0.0063	0.025	0.037	0.079	1	0.09	1.03	2.73	6.24	7.91	61.44
491	475664	87.6	0.0	11.0	16.0	17.4	21.0	40.0	0.0001	0.0079	0.025	0.039	0.079	1	0.09	1.05	2.76	6.31	8.02	61.52
492	471144	86.8	0.0	11.0	15.0	17.2	21.0	40.0	0.0001	0.0079	0.032	0.039	0.079	1	0.09	1.08	2.80	6.37	8.13	61.54
493	466250	85.9	0.0	11.0	15.0	17.1	21.0	40.0	0.0001	0.0079	0.032	0.04	0.079	1	0.09	1.10	2.84	6.45	8.25	61.64
494	459877	84.7	0.0	11.0	15.0	17.4	22.0	40.0	0.0001	0.0063	0.032	0.04	0.079	1	0.09	1.14	2.91	6.54	8.41	61.69
495	453334	83.5	0.0	11.0	15.0	17.5	22.0	40.0	0.0001	0.0063	0.032	0.04	0.079	1	0.09	1.17	2.98	6.63	8.57	61.77
496	446786	82.3	0.0	11.0	16.0	17.6	22.0	40.0	0.0001	0.0063	0.025	0.04	0.079	1	0.09	1.20	3.05	6.73	8.75	61.84
497	440442	81.1	0.0	11.0	15.0	17.4	22.0	40.0	0.0001	0.0063	0.032	0.044	0.079	1	0.09	1.24	3.12	6.83	8.91	61.92
498	431868	79.6	0.0	11.0	15.0	17.2	22.0	40.0	0.0001	0.0063	0.032	0.043	0.079	1	0.09	1.29	3.22	6.96	9.13	62.00
499	422501	77.8	0.0	11.0	15.0	17.2	21.0	40.0	0.0001	0.0079	0.032	0.041	0.079	1	0.09	1.34	3.34	7.10	9.36	62.08
500	410299	75.6	0.0	11.0	15.0	17.1	21.0	40.0	0.0001	0.0079	0.032	0.04	0.079	1	0.09	1.41	3.49	7.28	9.68	62.16
501	397804	73.3	0.0	11.0	15.0	16.9	21.0	40.0	0.0001	0.0079	0.032	0.041	0.079	1	0.09	1.48	3.67	7.48	10.02	62.24
502	387628	71.4	0.0	11.0	15.0	16.8	21.0	40.0	0.0001	0.0079	0.032	0.042	0.079	1	0.10	1.53	3.81	7.65	10.31	62.32
503	373136	68.7	0.0	11.0	15.0	16.8	20.0	40.0	0.0001	0.01	0.032	0.043	0.079	1	0.10	1.63	4.04	7.90	10.72	62.40
504	355646	65.5	0.0	11.0	15.0	16.6	20.0	40.0	0.0001	0.01	0.032	0.043	0.079	1	0.10	1.77	4.35	8.22	11.24	62.45
505	343363	63.3	0.0	11.0	14.0	16.4	19.0	40.0	0.0001	0.013	0.04	0.044	0.079	1	0.10	1.85	4.57	8.46	11.66	62.53
506	330736	60.9	0.0	11.0	14.0	16.4	20.0	40.0	0.0001	0.01	0.04	0.044	0.079	1	0.10	1.94	4.82	8.71	12.09	62.61
507	316337	58.3	0.0	11.0	14.0	16.4	20.0	40.0	0.0001	0.01	0.04	0.045	0.079	1	0.10	2.06	5.14	9.02	12.63	62.63
508	301086	55.5	0.0	11.0	15.0	16.6	20.0	40.0	0.0001	0.01	0.032	0.044	0.079	1	0.10	2.21	5.53	9.37	13.25	62.65
509	291329	53.7	0.0	11.0	14.0	16.6	20.0	40.0	0.0001	0.01	0.04	0.045	0.079	1	0.11	2.28	5.77	9.60	13.69	62.73
510	279944	51.6	0.0	11.0	14.0	16.4	19.0	40.0	0.0001	0.013	0.04	0.045	0.079	1	0.11	2.40	6.11	9.89	14.24	62.81
511	270499	49.8	0.0	11.0	14.0	16.2	19.0	40.0	0.0001	0.013	0.04	0.046	0.079	1	0.12	2.48	6.39	10.14	14.73	62.89
512	261876	48.2	0.0	11.0	14.0	16.2	19.0	40.0	0.0001	0.013	0.04	0.046	0.079	1	0.12	2.56	6.66	10.38	15.22	62.97
513	254155	46.8	0.0	11.0	14.0	16.4	20.0	40.0	0.0001	0.01	0.04	0.046	0.079	1	0.12	2.62	6.93	10.60	15.67	63.05
514	246340	45.4	0.0	11.0	14.0	16.4	19.0	40.0	0.0001	0.013	0.04	0.046	0.079	1	0.12	2.69	7.22	10.83	16.14	63.11
515	239159	44.1	0.0	11.0	14.0	16.3	19.0	40.0	0.0001	0.013	0.04	0.046	0.079	1	0.13	2.75	7.51	11.05	16.61	63.17
516	231548	42.7	0.0	11.0	13.0	16.2	19.0	40.0	0.0001	0.013	0.05	0.047	0.079	1	0.13	2.83	7.86	11.30	17.12	63.33
517	223876	41.2	0.0	11.0	13.0	16.1	19.0	40.0	0.0001	0.013	0.05	0.047	0.079	1	0.13	2.91	8.24	11.57	17.66	63.49
518	216729	39.9	0.0	11.0	13.0	16.0	19.0	40.0	0.0001	0.013	0.05	0.048	0.079	1	0.13	2.99	8.62	11.83	18.16	63.57
519	210188	38.7	0.0	11.0	13.0	16.0	19.0	40.0	0.0001	0.013	0.05	0.049	0.079	1	0.13	3.05	8.99	12.07	18.62	63.73
520	203072	37.4	0.0	11.0	13.0	15.8	19.0	40.0	0.0001	0.013	0.05	0.049	0.079	1	0.14	3.13	9.44	12.35	19.14	63.89
521	196508	36.2	0.0	11.0	13.0	15.5	18.0	40.0	0.0001	0.016	0.05	0.051	0.079	1	0.14	3.19	9.88	12.63	19.65	63.97
522	190070	35.0	0.0	11.0	13.0	15.3	18.0	40.0	0.0001	0.016	0.05	0.051	0.079	1	0.14	3.24	10.34	12.91	20.14	64.05
523	184476	34.0	0.0	11.0	13.0	15.2	18.0	40.0	0.0001	0.016	0.05	0.051	0.079	1	0.14	3.28	10.76	13.16	20.58	64.12
524	179816	33.1	0.0	11.0	13.0	15.2	18.0	40.0	0.0001	0.016	0.05	0.051	0.079	1	0.14	3.30	11.11	13.38	20.96	64.25
525	175714	32.4	0.0	11.0	13.0	15.2	18.0	40.0	0.0001	0.016	0.05	0.051	0.079	1	0.14	3.33	11.43	13.59	21.30	64.28
526	171891	31.7	0.0	11.0	13.0	15.1	18.0	40.0	0.0001	0.016	0.05	0.052	0.079	1	0.14	3.37	11.74	13.78	21.62	64.30
527	168447	31.0	0.0	11.0	13.0	15.0	18.0	40.0	0.0001	0.016	0.05	0.052	0.079	1	0.14	3.41	12.03	13.97	21.91	64.35
528	165082	30.4	0.0	11.0	13.0	14.9	17.0	40.0	0.0001	0.02	0.05	0.053	0.079	1	0.14	3.45	12.31	14.15	22.19	64.40
529	161876	29.8	0.0	11.0	13.0	14.8	17.0	40.0	0.0001	0.02	0.05	0.054	0.079	1	0.15	3.51	12.60	14.35	22.47	64.48
530	158802	29.3	0.0	11.0	12.0	14.7	17.0	40.0	0.0001	0.02	0.063	0.055	0.079	1	0.15	3.57	12.87	14.54	22.74	64.56
531	155599	28.7	0.0	11.0	12.0	14.4	17.0	40.0	0.0001	0.02	0.063	0.057	0.079	1	0.16	3.65	13.19	14.75	23.03	64.64
532	152140	28.0	0.0	11.0	12.0	14.2	16.0	40.0	0.0001	0.025	0.063	0.06	0.079	1	0.16	3.76	13.54	14.99	23.31	64.72
533	148356	27.3	0.0	11.0	12.0	13.9	16.0	40.0	0.0001	0.025	0.063	0.062	0.079	1	0.16	3.95	13.93	15.28	23.63	64.80
534	144729	26.7	0.0	11.0	12.0	13.9	16.0	36.0	0.00025	0.025	0.063	0.06	0.079	1	0.16	4.13	14.34	15.56	23.94	64.87
535	141413	26.1	0.0	11.0	12.0	13.7	15.0	40.0	0.0001	0.032	0.063	0.06	0.079	1	0.16	4.30	14.71	15.82	24.22	64.95
536	137843	25.4	0.0	11.0	12.0	13.7	15.0	40.0	0.0001	0.032	0.063	0.06	0.079	1	0.16	4.55	15.14	16.13	24.52	65.03
537	132947	24.5	0.0	11.0	11.0	13.6	15.0	40.0	0.0001	0.032	0.079	0.06	0.079	1	0.16	5.09	15.74	16.60	24.91	65.16
538	126594	23.3	0.0	11.0	11.0	13.6	15.0	40.0	0.0001	0.032	0.079	0.061	0.079	1	0.16	6.24	16.61	17.28	25.41	65.29
539	121271	22.3	0.0	11.0	11.0	13.6	15.0	36.0	0.00025	0.032	0.079	0.06	0.079	1	0.16	7.52	17.36	17.88	25.85	65.41
540	115906	21.4	0.0	11.0	11.0	13.4	15.0	40.0	0.0001	0.032	0.079	0.061	0.079	1	0.16	9.06	18.14	18.55	26.29	65.43
541	111853	20.6	0.0	11.0	11.0	13.3	15.0	40.0	0.0001	0.032	0.079	0.061	0.079	1	0.16	10.22	18.76	19.07	26.65	65.51
542	108337	20.0	0.0	11.0	11.0	13.2	15.0	40.0	0.0001	0.032	0.079	0.062	0.079	1	0.16	11.16	19.29	19.55	26.99	65.59
543	105311	19.4	0.0	11.0	11.0	13.1	15.0	40.0	0.0001	0.032	0.079	0.062	0.079	1	0.16	11.91	19.77	19.98	27.27	65.67
544	102410	18.9	0.0	11.0	11.0	13.0	15.0	40.0	0.0001	0.032	0.079	0.062	0.079	1	0.16	12.60	20.24	20.41	27.55	65.75
545	99040	18.2	0.0	11.0	11.0	13.0	15.0	40.0	0.0001	0.032	0.079	0.063	0.079	1	0.16	13.38	20.78	20.96	27.88	65.83
546	95925	17.7	0.0	11.0	11.0	13.0	15.0	36.0	0.00025	0.032	0.079	0.063	0.079	1	0.17	14.07	21.30	21.49	28.19	65.91
547	93546	17.2	0.0	11.0	11.0	12.9	14.0	40.0	0.0001	0.04	0.079	0.063	0.079	1	0.17	14.57	21.69	21.90	28.46	65.99
548	91450	16.8	0.0	11.0	11.0	12.9	14.0	36.0	0.00025	0.04	0.079	0.063	0.079	1	0.17	15.01	22.05	22.27	28.70	66.07
549	89271	16.4	0.0	11.0	11.0	12.9	14.0	36.0	0.00025	0.04	0.079	0.063	0.079	1	0.18	15.52	22.42	22.68	28.96	66.15
550	87009	16.0	0.0	11.0	11.0	12.8	14.0	36.0	0.00025	0.04	0.079	0.064	0.079	1	0.21	16.03	22.79	23.14	29.23	66.23
551	85151	15.7	0.0	11.0	11.0	12.8	14.0	36.0	0.00025	0.04	0.079	0.064	0.079	1	0.22	16.47	23.12	23.52	29.48	66.30
552	83439	15.4	0.0	11.0	11.0	12.8	14.0	40.0	0.0001	0.04	0.079	0.064	0.079	1	0.22	16.90	23.42	23.88	29.71	66.35
553	81959	15.1	0.0	11.0	11.0	12.8	14.0	36.0	0.00025	0.04	0.079	0.064	0.079	1	0.22	17.25	23.68	24.19	29.92	66.41
554	80718	14.9	0.0	11.0	11.0	12.7	13.0	36.0	0.00025	0.05	0.079	0.065	0.079	1	0.22	17.57	23.91	24.46	30.12	66.46
555	79593	14.7	0.0	11.0	11.0	12.7	13.0	40.0	0.0001	0.05	0.079	0.065	0.079	1	0.23	17.86	24.14	24.71	30.31	66.53
556	78545	14.5	0.0	11.0	11.0	12.7	13.0	36.0	0.00025	0.05	0.079	0.065	0.079	1	0.29	18.13	24.33	24.94	30.48	66.61
557	77598	14.3	0.0	11.0	11.0	12.7	13.0	36.0	0.00025	0.05	0.079	0.065	0.079	1	0.29	18.39	24.53	25.16	30.64	66.69
558	76664	14.1	0.0	11.0	11.0	12.7	13.0	31.0	0.00079	0.05	0.079	0.065	0.079	1	0.32	18.64	24.71	25.37	30.79	66.77
559	75694	13.9	0.0	11.0	11.0	12.7	13.0	32.0	0.00063	0.05	0.079	0.065	0.079	1	0.36	18.88	24.90	25.61	30.96	66.85
560	74872	13.8	0.0	11.0	11.0	12.7	13.0	32.0	0.00063	0.05	0.079	0.065	0.079	1	0.40	19.12	25.06	25.80	31.10	66.93
561	74180	13.7	0.0	11.0	11.0	12.6	13.0	31.0	0.00079	0.05	0.079	0.065	0.079	1	0.43	19.32	25.21	25.97	31.23	67.01
562	73570	13.6	0.0	11.0	11.0	12.7	13.0	30.0	0.001	0.05	0.079	0.065	0.079	1	0.44	19.49	25.35	26.12	31.35	67.09
563	72933	13.4	0.0	11.0	11.0	12.6	13.0	30.0	0.001	0.05	0.079	0.065	0.079	1	0.45	19.67	25.49	26.27	31.48	67.17
564	72348	13.3	0.0	11.0	11.0	12.6	13.0	30.0	0.001	0.05	0.079	0.065	0.079	1	0.57	19.85	25.63	26.43	31.60	67.25
565	71764	13.2	0.0	11.0	11.0	12.6	13.0	30.0	0.001	0.05	0.079	0.065	0.079	1	0.64	20.02	25.77	26.58	31.72	67.33
566	71248	13.1	0.0	11.0	11.0	12.6	13.0	32.0	0.00063	0.05	0.079	0.065	0.079	1	0.70	20.18	25.89	26.71	31.84	67.49
567	70746	13.0	0.0	11.0	11.0	12.6	13.0	32.0	0.00063	0.05	0.079	0.065	0.079	1	0.76	20.33	26.01	26.84	31.96	67.65
568	70298	13.0	0.0	11.0	11.0	12.6	13.0	28.0	0.0016	0.05	0.079	0.065	0.079	1	0.83	20.48	26.13	26.96	32.07	67.80
569	69827	12.9	0.0	11.0	11.0	12.6	13.0	30.0	0.001	0.05	0.079	0.065	0.079	1	1.65	20.61	26.25	27.07	32.17	68.00
570	69411	12.8	0.0	11.0	11.0	12.6	13.0	28.0	0.0016	0.05	0.079	0.065	0.079	1	1.73	20.76	26.36	27.19	32.27	68.20
571	68980	12.7	0.0	11.0	11.0	12.6	13.0	30.0	0.001	0.05	0.079	0.066	0.079	1	3.40	20.91	26.47	27.31	32.37	68.40
572	68565	12.6	0.0	11.0	11.0	12.6	13.0	32.0	0.00063	0.05	0.079	0.065	0.079	1	3.40	21.06	26.58	27.42	32.48	68.60
573	68182	12.6	0.0	11.0	11.0	12.6	13.0	32.0	0.00063	0.05	0.079	0.065	0.079	1	3.40	21.19	26.69	27.52	32.58	68.80
574	67791	12.5	0.0	11.0	11.0	12.6	13.0	32.0	0.00063	0.05	0.079	0.065	0.079	1	3.41	21.32	26.80	27.63	32.68	68.88
575	67391	12.4	0.0	11.0	11.0	12.6	13.0	32.0	0.00063	0.05	0.079	0.065	0.079	1	3.41	21.46	26.91	27.74	32.78	68.96
576	67018	12.3	0.0	11.0	11.0	12.6	13.0	32.0	0.00063	0.05	0.079	0.065	0.079	1	3.41	21.58	27.03	27.84	32.88	69.04
577	66653	12.3	0.0	11.0	11.0	12.6	13.0	32.0	0.00063	0.05	0.079	0.065	0.079	1	3.41	21.70	27.13	27.95	32.98	69.12
578	66274	12.2	0.0	11.0	11.0	12.6	13.0	29.0	0.0013	0.05	0.079	0.065	0.079	1	4.04	21.83	27.24	28.05	33.07	69.20
579	65878	12.1	0.0	11.0	11.0	12.6	13.0	29.0	0.0013	0.05	0.079	0.065	0.079	1	4.07	21.95	27.34	28.16	33.18	69.28
580	65509	12.1	0.0	11.0	11.0	12.6	13.0	29.0	0.0013	0.05	0.079	0.065	0.079	1	4.08	22.08	27.45	28.26	33.27	69.36
581	65148	12.0	0.0	11.0	11.0	12.6	13.0	29.0	0.0013	0.05	0.079	0.065	0.079	1	4.08	22.20	27.55	28.36	33.37	69.44
582	64795	11.9	0.0	11.0	11.0	12.6	13.0	32.0	0.00063	0.05	0.079	0.065	0.079	1	4.87	22.33	27.66	28.46	33.47	69.52
583	64438	11.9	0.0	11.0	11.0	12.6	13.0	28.0	0.0016	0.05	0.079	0.065	0.079	1	4.90	22.44	27.76	28.56	33.55	69.60
584	64089	11.8	0.0	11.0	11.0	12.6	13.0	29.0	0.0013	0.05	0.079	0.065	0.079	1	4.91	22.56	27.86	28.66	33.65	69.68
585	63719	11.7	0.0	11.0	11.0	12.6	13.0	28.0	0.0016	0.05	0.079	0.065	0.079	1	4.93	22.68	27.97	28.76	33.75	69.76
586	63378	11.7	0.0	11.0	11.0	12.6	13.0	29.0	0.0013	0.05	0.079	0.065	0.079	1	5.77	22.80	28.07	28.85	33.83	69.83
587	63025	11.6	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.065	0.079	1	5.85	22.91	28.16	28.94	33.91	69.91
588	62652	11.5	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.065	0.079	1	5.93	23.04	28.25	29.04	34.00	69.99
589	62328	11.5	0.0	11.0	11.0	12.6	13.0	28.0	0.0016	0.05	0.079	0.065	0.079	1	5.99	23.14	28.35	29.13	34.09	70.07
590	62046	11.4	0.0	11.0	11.0	12.6	13.0	28.0	0.0016	0.05	0.079	0.065	0.079	1	6.11	23.24	28.44	29.22	34.17	70.15
591	61695	11.4	0.0	11.0	11.0	12.6	13.0	30.0	0.001	0.05	0.079	0.065	0.079	1	6.19	23.36	28.54	29.32	34.26	70.20
592	61391	11.3	0.0	11.0	11.0	12.6	13.0	30.0	0.001	0.05	0.079	0.065	0.079	1	6.27	23.46	28.64	29.41	34.35	70.28
593	61069	11.3	0.0	11.0	11.0	12.6	13.0	29.0	0.0013	0.05	0.079	0.065	0.079	1	6.35	23.57	28.73	29.50	34.42	70.36
594	60748	11.2	0.0	11.0	11.0	12.6	13.0	28.0	0.0016	0.05	0.079	0.066	0.079	1	6.41	23.69	28.82	29.59	34.51	70.44
595	60427	11.1	0.0	11.0	11.0	12.6	13.0	29.0	0.0013	0.05	0.079	0.066	0.079	1	7.27	23.79	28.91	29.68	34.59	70.52
596	60086	11.1	0.0	11.0	11.0	12.6	13.0	29.0	0.0013	0.05	0.079	0.066	0.079	1	7.30	23.90	29.01	29.77	34.67	70.60
597	59771	11.0	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.065	0.079	1	7.32	24.01	29.10	29.86	34.76	70.68
598	59473	11.0	0.0	11.0	11.0	12.6	13.0	28.0	0.0016	0.05	0.079	0.065	0.079	1	7.40	24.13	29.19	29.95	34.84	70.76
599	59157	10.9	0.0	11.0	11.0	12.6	13.0	29.0	0.0013	0.05	0.079	0.065	0.079	1	7.48	24.24	29.28	30.04	34.92	70.84
600	58830	10.8	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.065	0.079	1	7.56	24.34	29.37	30.12	35.00	70.92
601	58518	10.8	0.0	11.0	11.0	12.6	13.0	29.0	0.0013	0.05	0.079	0.065	0.079	1	7.57	24.45	29.46	30.21	35.08	70.97
602	58224	10.7	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.065	0.079	1	7.60	24.56	29.54	30.30	35.17	71.02
603	57920	10.7	0.0	11.0	11.0	12.6	13.0	29.0	0.0013	0.05	0.079	0.066	0.079	1	7.68	24.67	29.64	30.39	35.25	67.55
604	57584	10.6	0.0	11.0	11.0	12.6	13.0	29.0	0.0013	0.05	0.079	0.066	0.079	1	7.73	24.78	29.74	30.48	35.34	67.63
605	57265	10.6	0.0	11.0	11.0	12.6	13.0	28.0	0.0016	0.05	0.079	0.065	0.079	1	8.00	24.88	29.83	30.57	35.42	67.78
606	56961	10.5	0.0	11.0	11.0	12.6	13.0	29.0	0.0013	0.05	0.079	0.065	0.079	1	8.01	24.99	29.92	30.65	35.49	67.94
607	56680	10.4	0.0	11.0	11.0	12.6	13.0	28.0	0.0016	0.05	0.079	0.065	0.079	1	8.02	25.09	30.00	30.73	35.56	68.10
608	56332	10.4	0.0	11.0	11.0	12.6	13.0	30.0	0.001	0.05	0.079	0.066	0.079	1	8.03	25.20	30.08	30.82	35.64	68.15
609	56031	10.3	0.0	11.0	11.0	12.6	13.0	28.0	0.0016	0.05	0.079	0.066	0.079	1	8.04	25.31	30.17	30.91	35.73	68.20
610	55723	10.3	0.0	11.0	11.0	12.6	13.0	26.0	0.0025	0.05	0.079	0.066	0.079	1	8.06	25.42	30.26	31.00	35.81	68.25
611	55432	10.2	0.0	11.0	11.0	12.6	13.0	30.0	0.001	0.05	0.079	0.065	0.079	1	8.06	25.52	30.34	31.08	35.89	68.28
612	55128	10.2	0.0	11.0	11.0	12.6	13.0	28.0	0.0016	0.05	0.079	0.065	0.079	1	8.06	25.62	30.44	31.17	35.97	68.36
613	54822	10.1	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.065	0.079	1	8.07	25.72	30.52	31.26	36.04	68.44
614	54508	10.0	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.065	0.079	1	8.09	25.84	30.61	31.35	36.13	68.52
615	54204	10.0	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.065	0.079	1	8.11	25.93	30.70	31.44	36.22	68.60
616	53905	9.9	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.065	0.079	1	8.14	26.04	30.78	31.52	36.29	68.68
617	53646	9.9	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.065	0.079	1	8.20	26.14	30.87	31.60	36.36	68.71
618	53348	9.8	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.065	0.079	1	8.20	26.23	30.95	31.69	36.43	68.78
619	53058	9.8	0.0	11.0	11.0	12.6	13.0	28.0	0.0016	0.05	0.079	0.065	0.079	1	8.21	26.34	31.04	31.77	36.51	68.86
620	52766	9.7	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	8.28	26.44	31.12	31.86	36.59	68.91
621	52484	9.7	0.0	11.0	11.0	12.6	13.0	29.0	0.0013	0.05	0.079	0.066	0.079	1	8.36	26.53	31.21	31.94	36.66	68.96
622	52218	9.6	0.0	11.0	11.0	12.6	13.0	29.0	0.0013	0.05	0.079	0.065	0.079	1	8.44	26.62	31.29	32.02	36.73	69.04
623	51932	9.6	0.0	11.0	11.0	12.6	13.0	28.0	0.0016	0.05	0.079	0.065	0.079	1	8.52	26.73	31.38	32.10	36.80	69.12
624	51663	9.5	0.0	11.0	11.0	12.6	13.0	28.0	0.0016	0.05	0.079	0.066	0.079	1	8.60	26.82	31.46	32.18	36.87	69.20
625	51376	9.5	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	8.68	26.91	31.55	32.26	36.94	69.28
626	51109	9.4	0.0	11.0	11.0	12.5	13.0	29.0	0.0013	0.05	0.079	0.066	0.079	1	8.69	27.01	31.64	32.35	37.02	69.31
627	50839	9.4	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	8.70	27.10	31.72	32.43	37.10	69.35
628	50556	9.3	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.065	0.079	1	8.73	27.20	31.80	32.51	37.17	69.40
629	50304	9.3	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	8.76	27.28	31.88	32.59	37.24	69.47
630	50041	9.2	0.0	11.0	11.0	12.5	13.0	26.0	0.0025	0.05	0.079	0.066	0.079	1	8.80	27.38	31.96	32.67	37.31	69.55
631	49778	9.2	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.065	0.079	1	8.84	27.48	32.03	32.75	37.37	69.63
632	49504	9.1	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	8.87	27.57	32.11	32.82	37.44	69.71
633	49218	9.1	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	8.89	27.66	32.19	32.90	37.50	69.74
634	48929	9.0	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	8.90	27.74	32.27	32.98	37.56	69.77
635	48649	9.0	0.0	11.0	11.0	12.5	13.0	28.0	0.0016	0.05	0.079	0.066	0.079	1	9.89	27.83	32.35	33.06	37.63	69.80
636	48378	8.9	0.0	11.0	11.0	12.5	13.0	26.0	0.0025	0.05	0.079	0.066	0.079	1	9.97	27.93	32.42	33.13	37.68	69.83
637	48087	8.9	0.0	11.0	11.0	12.6	13.0	28.0	0.0016	0.05	0.079	0.066	0.079	1	10.05	28.02	32.49	33.20	37.73	69.91
638	47831	8.8	0.0	11.0	11.0	12.5	13.0	26.0	0.0025	0.05	0.079	0.066	0.079	1	10.20	28.10	32.57	33.27	37.80	69.99
639	47563	8.8	0.0	11.0	11.0	12.6	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	10.36	28.18	32.65	33.34	37.86	70.07
640	47291	8.7	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	10.43	28.27	32.73	33.42	37.94	70.10
641	47015	8.7	0.0	11.0	11.0	12.6	13.0	26.0	0.0025	0.05	0.079	0.066	0.079	1	10.51	28.36	32.81	33.49	38.00	70.11
642	46722	8.6	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.066	0.079	1	10.59	28.45	32.88	33.57	38.07	70.17
643	46446	8.6	0.0	11.0	11.0	12.5	13.0	26.0	0.0025	0.05	0.079	0.066	0.079	1	10.67	28.53	32.95	33.64	38.13	70.24
644	46154	8.5	0.0	11.0	11.0	12.5	13.0	26.0	0.0025	0.05	0.079	0.066	0.079	1	10.83	28.62	33.03	33.71	38.19	70.31
645	45873	8.5	0.0	11.0	11.0	12.5	13.0	26.0	0.0025	0.05	0.079	0.066	0.079	1	10.99	28.72	33.11	33.78	38.27	70.39
646	45609	8.4	0.0	11.0	11.0	12.5	13.0	29.0	0.0013	0.05	0.079	0.066	0.079	1	11.14	28.80	33.19	33.85	38.33	70.47
647	45342	8.4	0.0	11.0	11.0	12.5	13.0	29.0	0.0013	0.05	0.079	0.066	0.079	1	11.30	28.89	33.27	33.93	38.39	70.55
648	45064	8.3	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	11.38	28.98	33.34	34.00	38.44	71.45
649	44803	8.3	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.066	0.079	1	11.46	29.08	33.42	34.07	38.51	71.53
650	44525	8.2	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.066	0.079	1	11.54	29.16	33.50	34.14	38.57	72.53
651	44279	8.2	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	11.69	29.24	33.58	34.22	38.64	72.58
652	44002	8.1	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.066	0.079	1	11.69	29.33	33.65	34.29	38.70	73.58
653	43725	8.1	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.066	0.079	1	11.69	29.41	33.72	34.35	38.76	73.61
654	43474	8.0	0.0	11.0	11.0	12.5	13.0	26.0	0.0025	0.05	0.079	0.066	0.079	1	11.70	29.50	33.80	34.43	38.82	74.61
655	43203	8.0	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	11.70	29.57	33.87	34.49	38.87	74.69
656	42923	7.9	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	11.70	29.65	33.93	34.55	38.92	75.69
657	42643	7.9	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.066	0.079	1	11.74	29.73	34.00	34.62	38.98	75.76
658	42385	7.8	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.066	0.079	1	11.76	29.82	34.07	34.69	39.03	76.76
659	42118	7.8	0.0	11.0	11.0	12.5	13.0	26.0	0.0025	0.05	0.079	0.066	0.079	1	11.79	29.91	34.15	34.76	39.08	76.84
660	41874	7.7	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	11.81	29.97	34.22	34.82	39.14	71.53
661	41612	7.7	0.0	11.0	11.0	12.5	13.0	28.0	0.0016	0.05	0.079	0.066	0.079	1	11.82	30.06	34.29	34.88	39.19	71.61
662	41321	7.6	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.066	0.079	1	11.83	30.14	34.36	34.95	39.25	71.69
