usearch v8.1.1861_i86linux32, 4.0Gb RAM (15.3Gb total), 4 cores
usearch -fastq_stats fastq/kf_stripped.fq -log stats.log 
Started Tue Jul  4 16:33:14 2017
00:07  46Mb  100.0% Reading fastq/kf_stripped.fq

Read length distribution
      L           N      Pct   AccPct
  534    26.7%  13.9     0.04    0.0595  15.56   0.029137    2.914%
  535    26.1%  13.7     0.04    0.0599  15.82   0.029577    2.958%
  536    25.4%  13.7     0.04    0.0601  16.13   0.030094    3.009%
  537    24.5%  13.6     0.04      0.06  16.60   0.030908    3.091%
  538    23.3%  13.6     0.04    0.0605  17.28   0.032118    3.212%
  539    22.3%  13.6     0.04    0.0597  17.88   0.033172    3.317%
  540    21.4%  13.4     0.05    0.0606  18.55   0.034344    3.434%
  541    20.6%  13.3     0.05    0.0612  19.07   0.035255    3.526%
  542    20.0%  13.2     0.05    0.0616  19.55   0.036063    3.606%
  543    19.4%  13.1     0.05     0.062  19.98   0.036787    3.679%
  544    18.9%  13.0     0.05    0.0624  20.41   0.037521    3.752%
  545    18.2%  13.0     0.05    0.0628  20.96   0.038460    3.846%
  546    17.7%  13.0     0.05    0.0629  21.49   0.039356    3.936%
  547    17.2%  12.9     0.05    0.0634  21.90   0.040033    4.003%
  548    16.8%  12.9     0.05    0.0633  22.27   0.040636    4.064%
  549    16.4%  12.9     0.05    0.0634  22.68   0.041309    4.131%
  550    16.0%  12.8     0.05    0.0637  23.14   0.042066    4.207%
  551    15.7%  12.8     0.05     0.064  23.52   0.042684    4.268%
  552    15.4%  12.8     0.05    0.0639  23.88   0.043254    4.325%
  553    15.1%  12.8     0.05    0.0641  24.19   0.043742    4.374%
  554    14.9%  12.7     0.05    0.0646  24.46   0.044149    4.415%
  555    14.7%  12.7     0.05    0.0647  24.71   0.044514    4.451%
  556    14.5%  12.7     0.05    0.0645  24.94   0.044852    4.485%
  557    14.3%  12.7     0.05    0.0648  25.16   0.045162    4.516%
  558    14.1%  12.7     0.05    0.0648  25.37   0.045473    4.547%
  559    13.9%  12.7     0.05    0.0647  25.61   0.045811    4.581%
  560    13.8%  12.7     0.05    0.0647  25.80   0.046075    4.608%
  561    13.7%  12.6     0.05     0.065  25.97   0.046299    4.630%
  562    13.6%  12.7     0.05    0.0648  26.12   0.046480    4.648%
  563    13.4%  12.6     0.05    0.0651  26.27   0.046664    4.666%
  564    13.3%  12.6     0.05    0.0652  26.43   0.046868    4.687%
  565    13.2%  12.6     0.05    0.0652  26.58   0.047038    4.704%
  566    13.1%  12.6     0.05    0.0649  26.71   0.047182    4.718%
  567    13.0%  12.6     0.05    0.0651  26.84   0.047329    4.733%
  568    13.0%  12.6     0.05    0.0651  26.96   0.047461    4.746%
  569    12.9%  12.6     0.05    0.0649  27.07   0.047582    4.758%
  570    12.8%  12.6     0.05    0.0652  27.19   0.047701    4.770%
  571    12.7%  12.6     0.05    0.0656  27.31   0.047824    4.782%
  572    12.6%  12.6     0.05    0.0651  27.42   0.047933    4.793%
  573    12.6%  12.6     0.05    0.0653  27.52   0.048034    4.803%
  574    12.5%  12.6     0.05    0.0652  27.63   0.048137    4.814%
  575    12.4%  12.6     0.05    0.0653  27.74   0.048239    4.824%
  576    12.3%  12.6     0.05    0.0653  27.84   0.048336    4.834%
  577    12.3%  12.6     0.05    0.0654  27.95   0.048432    4.843%
  578    12.2%  12.6     0.05    0.0653  28.05   0.048528    4.853%
  579    12.1%  12.6     0.05    0.0651  28.16   0.048628    4.863%
  580    12.1%  12.6     0.05    0.0654  28.26   0.048722    4.872%
  581    12.0%  12.6     0.05    0.0652  28.36   0.048807    4.881%
  582    11.9%  12.6     0.05    0.0653  28.46   0.048898    4.890%
  583    11.9%  12.6     0.05    0.0653  28.56   0.048981    4.898%
  584    11.8%  12.6     0.05    0.0651  28.66   0.049070    4.907%
  585    11.7%  12.6     0.05    0.0654  28.76   0.049157    4.916%
  586    11.7%  12.6     0.05    0.0652  28.85   0.049231    4.923%
  587    11.6%  12.6     0.05    0.0654  28.94   0.049307    4.931%
  588    11.5%  12.6     0.05    0.0655  29.04   0.049390    4.939%
  589    11.5%  12.6     0.05    0.0654  29.13   0.049463    4.946%
  590    11.4%  12.6     0.05    0.0655  29.22   0.049526    4.953%
  591    11.4%  12.6     0.05    0.0655  29.32   0.049605    4.961%
  592    11.3%  12.6     0.05    0.0655  29.41   0.049676    4.968%
  593    11.3%  12.6     0.05    0.0653  29.50   0.049747    4.975%
  594    11.2%  12.6     0.05    0.0656  29.59   0.049821    4.982%
  595    11.1%  12.6     0.05    0.0656  29.68   0.049877    4.988%
  596    11.1%  12.6     0.05    0.0655  29.77   0.049944    4.994%
  597    11.0%  12.6     0.05    0.0653  29.86   0.050009    5.001%
  598    11.0%  12.6     0.05    0.0652  29.95   0.050080    5.008%
  599    10.9%  12.6     0.05    0.0654  30.04   0.050145    5.014%
  600    10.8%  12.6     0.05    0.0653  30.12   0.050207    5.021%
  601    10.8%  12.6     0.05    0.0653  30.21   0.050266    5.027%
  602    10.7%  12.6     0.05    0.0652  30.30   0.050326    5.033%
  603    10.7%  12.6     0.05    0.0655  30.39   0.050393    5.039%
  604    10.6%  12.6     0.05    0.0656  30.48   0.050457    5.046%
  605    10.6%  12.6     0.05    0.0655  30.56   0.050520    5.052%
  606    10.5%  12.6     0.05    0.0654  30.65   0.050579    5.058%
  607    10.4%  12.6     0.05    0.0653  30.73   0.050631    5.063%
  608    10.4%  12.6     0.05    0.0656  30.82   0.050687    5.069%
  609    10.3%  12.6     0.05    0.0657  30.91   0.050753    5.075%
  610    10.3%  12.6     0.05    0.0659  31.00   0.050813    5.081%
  611    10.2%  12.6     0.05    0.0653  31.08   0.050871    5.087%
  612    10.2%  12.6     0.05    0.0655  31.17   0.050938    5.094%
  613    10.1%  12.6     0.05    0.0653  31.26   0.050991    5.099%
  614    10.0%  12.6     0.05    0.0654  31.35   0.051062    5.106%
  615    10.0%  12.6     0.05    0.0653  31.44   0.051122    5.112%
  616     9.9%  12.6     0.05    0.0653  31.52   0.051169    5.117%
  617     9.9%  12.6     0.05    0.0654  31.60   0.051214    5.121%
  618     9.8%  12.6     0.05    0.0654  31.69   0.051272    5.127%
  619     9.8%  12.6     0.05    0.0655  31.77   0.051327    5.133%
  620     9.7%  12.6     0.05    0.0657  31.86   0.051383    5.138%
  621     9.7%  12.6     0.05    0.0656  31.94   0.051426    5.143%
  622     9.6%  12.6     0.05    0.0654  32.02   0.051473    5.147%
  623     9.6%  12.6     0.05    0.0655  32.10   0.051520    5.152%
  624     9.5%  12.6     0.05    0.0659  32.18   0.051573    5.157%
  625     9.5%  12.6     0.05    0.0656  32.26   0.051618    5.162%
  626     9.4%  12.5     0.05     0.066  32.35   0.051674    5.167%
  627     9.4%  12.6     0.05    0.0656  32.43   0.051728    5.173%
  628     9.3%  12.6     0.05    0.0655  32.51   0.051774    5.177%
  629     9.3%  12.6     0.05    0.0657  32.59   0.051819    5.182%
  630     9.2%  12.5     0.05    0.0658  32.67   0.051863    5.186%
  631     9.2%  12.6     0.05    0.0655  32.75   0.051899    5.190%
  632     9.1%  12.6     0.05    0.0657  32.82   0.051937    5.194%
  633     9.1%  12.5     0.05    0.0658  32.90   0.051975    5.198%
  634     9.0%  12.5     0.05    0.0659  32.98   0.052015    5.202%
  635     9.0%  12.5     0.05    0.0657  33.06   0.052056    5.206%
  636     8.9%  12.5     0.05    0.0659  33.13   0.052086    5.209%
  637     8.9%  12.6     0.05    0.0658  33.20   0.052117    5.212%
  638     8.8%  12.5     0.05     0.066  33.27   0.052149    5.215%
  639     8.8%  12.6     0.05    0.0657  33.34   0.052180    5.218%
  640     8.7%  12.5     0.05    0.0659  33.42   0.052216    5.222%
  641     8.7%  12.6     0.05    0.0656  33.49   0.052247    5.225%
  642     8.6%  12.5     0.05    0.0659  33.57   0.052288    5.229%
  643     8.6%  12.5     0.05    0.0659  33.64   0.052314    5.231%
  644     8.5%  12.5     0.05    0.0658  33.71   0.052338    5.234%
  645     8.5%  12.5     0.05     0.066  33.78   0.052378    5.238%
  646     8.4%  12.5     0.05    0.0659  33.85   0.052406    5.241%
  647     8.4%  12.5     0.05    0.0658  33.93   0.052436    5.244%
  648     8.3%  12.5     0.05    0.0659  34.00   0.052463    5.246%
  649     8.3%  12.5     0.05    0.0657  34.07   0.052492    5.249%
  650     8.2%  12.5     0.05    0.0661  34.14   0.052523    5.252%
  651     8.2%  12.5     0.05    0.0661  34.21   0.052558    5.256%
  652     8.1%  12.5     0.05     0.066  34.29   0.052585    5.258%
  653     8.1%  12.5     0.05    0.0658  34.35   0.052610    5.261%
  654     8.0%  12.5     0.05    0.0659  34.43   0.052640    5.264%
  655     8.0%  12.5     0.05    0.0656  34.49   0.052658    5.266%
  656     7.9%  12.5     0.05    0.0658  34.55   0.052675    5.267%
  657     7.9%  12.5     0.05    0.0658  34.62   0.052698    5.270%
  658     7.8%  12.5     0.05    0.0658  34.69   0.052721    5.272%
  659     7.8%  12.5     0.05    0.0658  34.76   0.052741    5.274%
  660     7.7%  12.5    0.063    0.0662  34.82   0.052755    5.276%
  661     7.7%  12.5     0.05     0.066  34.88   0.052773    5.277%
  662     7.6%  12.5     0.05     0.066  34.95   0.052798    5.280%
  663     7.6%  12.5     0.05    0.0658  35.02   0.052818    5.282%
  664     7.5%  12.5     0.05    0.0657  35.08   0.052829    5.283%
  665     7.5%  12.5     0.05    0.0659  35.14   0.052843    5.284%
  666     7.4%  12.5     0.05    0.0662  35.20   0.052859    5.286%
  667     7.4%  12.5     0.05    0.0658  35.26   0.052866    5.287%
  668     7.3%  12.5     0.05    0.0658  35.32   0.052879    5.288%
  669     7.3%  12.5     0.05    0.0658  35.38   0.052890    5.289%
  670     7.2%  12.5     0.05    0.0661  35.44   0.052899    5.290%
  671     7.2%  12.5    0.063    0.0662  35.50   0.052913    5.291%
  672     7.1%  12.5    0.063     0.066  35.57   0.052930    5.293%
  673     7.1%  12.5    0.063    0.0662  35.63   0.052937    5.294%
  674     7.0%  12.5    0.063    0.0663  35.69   0.052950    5.295%
  675     7.0%  12.5    0.063     0.066  35.74   0.052950    5.295%
  676     6.9%  12.5    0.063    0.0666  35.80   0.052965    5.296%
  677     6.9%  12.5    0.063    0.0663  35.87   0.052984    5.298%
  678     6.8%  12.4    0.063    0.0667  35.93   0.052994    5.299%
  679     6.8%  12.5    0.063    0.0665  35.99   0.053000    5.300%
  680     6.7%  12.5    0.063    0.0666  36.05   0.053009    5.301%
  681     6.7%  12.5    0.063    0.0666  36.10   0.053016    5.302%
  682     6.6%  12.5    0.063    0.0665  36.16   0.053027    5.303%
  683     6.6%  12.5    0.063    0.0667  36.22   0.053035    5.303%
  684     6.5%  12.5    0.063    0.0671  36.28   0.053045    5.305%
  685     6.5%  12.5    0.063    0.0665  36.35   0.053064    5.306%
  686     6.5%  12.5    0.063    0.0666  36.41   0.053073    5.307%
  687     6.4%  12.5    0.063    0.0666  36.47   0.053091    5.309%
  688     6.4%  12.5    0.063    0.0668  36.54   0.053108    5.311%
  689     6.3%  12.5    0.063    0.0665  36.60   0.053120    5.312%
  690     6.3%  12.5    0.063    0.0664  36.65   0.053121    5.312%
  691     6.2%  12.4    0.063    0.0669  36.71   0.053128    5.313%
  692     6.2%  12.4    0.063     0.067  36.76   0.053128    5.313%
  693     6.1%  12.4    0.063     0.067  36.81   0.053124    5.312%
  694     6.1%  12.4    0.063    0.0666  36.87   0.053120    5.312%
  695     6.0%  12.4    0.063    0.0666  36.91   0.053114    5.311%
  696     6.0%  12.5    0.063    0.0665  36.98   0.053128    5.313%
  697     5.9%  12.5    0.063    0.0665  37.03   0.053132    5.313%
  698     5.9%  12.5    0.063    0.0665  37.08   0.053125    5.313%
  699     5.8%  12.5    0.063    0.0668  37.14   0.053128    5.313%
  700     5.8%  12.5    0.063    0.0666  37.19   0.053132    5.313%
  701     5.7%  12.5    0.063    0.0668  37.24   0.053126    5.313%
  702     5.7%  12.5    0.063    0.0666  37.29   0.053124    5.312%
  703     5.6%  12.5    0.063    0.0665  37.35   0.053124    5.312%
  704     5.6%  12.5    0.063    0.0666  37.41   0.053133    5.313%
  705     5.6%  12.4    0.063    0.0668  37.45   0.053123    5.312%
  706     5.5%  12.4    0.063     0.067  37.50   0.053121    5.312%
  707     5.5%  12.4    0.063    0.0671  37.55   0.053107    5.311%
  708     5.4%  12.4    0.063     0.067  37.60   0.053113    5.311%
  709     5.4%  12.4    0.063    0.0665  37.66   0.053114    5.311%
  710     5.3%  12.4    0.063    0.0669  37.72   0.053121    5.312%
  711     5.3%  12.5    0.063    0.0667  37.76   0.053105    5.310%
  712     5.2%  12.4    0.063    0.0668  37.81   0.053103    5.310%
  713     5.2%  12.4    0.063    0.0672  37.85   0.053093    5.309%
  714     5.1%  12.4    0.063    0.0671  37.92   0.053103    5.310%
  715     5.1%  12.4    0.063    0.0672  37.98   0.053113    5.311%
  716     5.0%  12.4    0.063    0.0672  38.03   0.053110    5.311%
  717     5.0%  12.4    0.063    0.0671  38.08   0.053114    5.311%
  718     4.9%  12.4    0.063    0.0672  38.13   0.053104    5.310%
  719     4.9%  12.4    0.063    0.0672  38.18   0.053102    5.310%
  720     4.9%  12.4    0.063    0.0674  38.24   0.053118    5.312%
  721     4.8%  12.4    0.063    0.0671  38.30   0.053118    5.312%
  722     4.8%  12.4    0.063    0.0674  38.34   0.053103    5.310%
  723     4.7%  12.4    0.063    0.0675  38.39   0.053096    5.310%
  724     4.7%  12.4    0.063    0.0674  38.43   0.053087    5.309%
  725     4.6%  12.4    0.063     0.067  38.49   0.053090    5.309%
  726     4.6%  12.4    0.063    0.0672  38.55   0.053098    5.310%
  727     4.5%  12.4    0.063     0.067  38.60   0.053092    5.309%
  728     4.5%  12.4    0.063    0.0672  38.65   0.053094    5.309%
  729     4.4%  12.4    0.063    0.0671  38.70   0.053085    5.309%
  730     4.4%  12.4    0.063     0.067  38.75   0.053080    5.308%
  731     4.4%  12.4    0.063     0.067  38.80   0.053076    5.308%
  732     4.3%  12.4    0.063     0.067  38.85   0.053080    5.308%
  733     4.3%  12.4    0.063    0.0674  38.91   0.053087    5.309%
  734     4.2%  12.4    0.063    0.0676  38.97   0.053090    5.309%
  735     4.2%  12.4    0.063     0.067  39.02   0.053090    5.309%
  736     4.2%  12.4    0.063    0.0674  39.07   0.053083    5.308%
  737     4.1%  12.4    0.063    0.0671  39.12   0.053086    5.309%
  738     4.1%  12.4    0.063    0.0671  39.17   0.053078    5.308%
  739     4.0%  12.4    0.063    0.0673  39.22   0.053078    5.308%
  740     4.0%  12.4    0.063    0.0673  39.29   0.053092    5.309%
  741     3.9%  12.4    0.063    0.0674  39.34   0.053093    5.309%
  742     3.9%  12.4    0.063     0.067  39.39   0.053093    5.309%
  743     3.9%  12.4    0.063    0.0671  39.45   0.053100    5.310%
  744     3.8%  12.4    0.063    0.0674  39.50   0.053096    5.310%
  745     3.8%  12.4    0.063    0.0671  39.56   0.053095    5.310%
  746     3.7%  12.4    0.063    0.0673  39.61   0.053100    5.310%
  747     3.7%  12.4    0.063    0.0672  39.67   0.053101    5.310%
  748     3.7%  12.4    0.063    0.0671  39.72   0.053104    5.310%
  749     3.6%  12.4    0.063    0.0673  39.77   0.053100    5.310%
  750     3.6%  12.4    0.063    0.0676  39.83   0.053104    5.310%
  751     3.6%  12.4    0.063     0.067  39.89   0.053110    5.311%
  752     3.5%  12.4    0.063    0.0673  39.95   0.053123    5.312%
  753     3.5%  12.4    0.063    0.0669  40.00   0.053121    5.312%
  754     3.4%  12.4    0.063    0.0674  40.07   0.053137    5.314%
  755     3.4%  12.4    0.063    0.0674  40.11   0.053122    5.312%
  756     3.4%  12.4    0.063    0.0678  40.17   0.053134    5.313%
  757     3.3%  12.4    0.063     0.067  40.23   0.053139    5.314%
  758     3.3%  12.4    0.063    0.0674  40.28   0.053140    5.314%
  759     3.3%  12.4    0.063    0.0672  40.34   0.053148    5.315%
  760     3.2%  12.4    0.063     0.067  40.40   0.053157    5.316%
  761     3.2%  12.4    0.063    0.0672  40.46   0.053168    5.317%
  762     3.1%  12.4    0.063    0.0674  40.52   0.053176    5.318%
  763     3.1%  12.4    0.063    0.0676  40.57   0.053176    5.318%
  764     3.1%  12.4    0.063     0.067  40.64   0.053193    5.319%
  765     3.0%  12.4    0.063     0.067  40.70   0.053201    5.320%
  766     3.0%  12.4    0.063    0.0671  40.75   0.053196    5.320%
  767     3.0%  12.4    0.063    0.0676  40.81   0.053205    5.320%
  768     2.9%  12.4    0.063     0.067  40.87   0.053214    5.321%
  769     2.9%  12.4    0.063     0.067  40.93   0.053221    5.322%
  770     2.9%  12.4    0.063    0.0676  40.99   0.053230    5.323%
  771     2.8%  12.4    0.063    0.0677  41.05   0.053240    5.324%
  772     2.8%  12.4    0.063    0.0675  41.11   0.053255    5.326%
  773     2.8%  12.4    0.063     0.068  41.17   0.053261    5.326%
  774     2.8%  12.4    0.063    0.0677  41.23   0.053273    5.327%
  775     2.7%  12.4    0.063     0.068  41.29   0.053278    5.328%
  776     2.7%  12.4    0.063    0.0674  41.35   0.053288    5.329%
  777     2.7%  12.4    0.063    0.0674  41.40   0.053282    5.328%
  778     2.6%  12.4    0.063    0.0671  41.46   0.053294    5.329%
  779     2.6%  12.4    0.063    0.0669  41.52   0.053301    5.330%
  780     2.6%  12.4    0.063    0.0669  41.58   0.053311    5.331%
  781     2.5%  12.4    0.063    0.0674  41.64   0.053321    5.332%
  782     2.5%  12.4    0.063    0.0672  41.71   0.053340    5.334%
  783     2.5%  12.4    0.063    0.0678  41.76   0.053334    5.333%
  784     2.4%  12.4    0.063    0.0673  41.82   0.053339    5.334%
  785     2.4%  12.4    0.063    0.0677  41.88   0.053351    5.335%
  786     2.4%  12.4    0.063    0.0672  41.95   0.053371    5.337%
  787     2.4%  12.4    0.063    0.0677  42.00   0.053370    5.337%
  788     2.3%  12.4    0.063    0.0678  42.06   0.053382    5.338%
  789     2.3%  12.4    0.063    0.0677  42.13   0.053396    5.340%
  790     2.3%  12.4    0.063    0.0676  42.19   0.053411    5.341%
  791     2.3%  12.3    0.063    0.0681  42.25   0.053419    5.342%
  792     2.2%  12.3    0.063    0.0682  42.30   0.053411    5.341%
  793     2.2%  12.4    0.063    0.0677  42.36   0.053411    5.341%
  794     2.2%  12.4    0.063    0.0676  42.41   0.053415    5.341%
  795     2.2%  12.4    0.063    0.0676  42.47   0.053423    5.342%
  796     2.1%  12.4    0.063    0.0678  42.54   0.053440    5.344%
  797     2.1%  12.4    0.063    0.0675  42.60   0.053454    5.345%
  798     2.1%  12.4    0.063    0.0679  42.67   0.053472    5.347%
  799     2.1%  12.3    0.063    0.0682  42.73   0.053478    5.348%
  800     2.0%  12.4    0.063    0.0677  42.79   0.053488    5.349%
  801     2.0%  12.4    0.063    0.0678  42.85   0.053496    5.350%
  802     2.0%  12.4    0.063    0.0677  42.92   0.053517    5.352%
  803     2.0%  12.4    0.063    0.0677  42.98   0.053519    5.352%
  804     1.9%  12.4    0.063    0.0679  43.04   0.053530    5.353%
  805     1.9%  12.3    0.063    0.0688  43.10   0.053537    5.354%
  806     1.9%  12.3    0.063    0.0679  43.16   0.053544    5.354%
  807     1.9%  12.4    0.063    0.0676  43.21   0.053547    5.355%
  808     1.9%  12.4    0.063    0.0679  43.29   0.053579    5.358%
  809     1.8%  12.4    0.063     0.068  43.36   0.053601    5.360%
  810     1.8%  12.4    0.063    0.0676  43.43   0.053618    5.362%
  811     1.8%  12.4    0.063    0.0679  43.50   0.053633    5.363%
  812     1.8%  12.3    0.063     0.068  43.57   0.053653    5.365%
  813     1.7%  12.3    0.063    0.0677  43.63   0.053661    5.366%
  814     1.7%  12.3    0.063    0.0681  43.69   0.053672    5.367%
  815     1.7%  12.3    0.063    0.0687  43.75   0.053684    5.368%
  816     1.7%  12.3    0.063    0.0688  43.81   0.053690    5.369%
  817     1.7%  12.3    0.063     0.069  43.88   0.053707    5.371%
  818     1.6%  12.3    0.063    0.0683  43.94   0.053713    5.371%
  819     1.6%  12.3    0.063    0.0685  44.00   0.053722    5.372%
  820     1.6%  12.3    0.063    0.0681  44.06   0.053737    5.374%
  821     1.6%  12.3    0.063    0.0684  44.13   0.053746    5.375%
  822     1.6%  12.3    0.063     0.068  44.18   0.053747    5.375%
  823     1.6%  12.3    0.063     0.068  44.22   0.053725    5.372%
  824     1.5%  12.3    0.063    0.0681  44.28   0.053738    5.374%
  825     1.5%  12.3    0.063     0.068  44.35   0.053760    5.376%
  826     1.5%  12.4    0.063    0.0674  44.41   0.053765    5.376%
  827     1.5%  12.4    0.063    0.0674  44.47   0.053772    5.377%
  828     1.5%  12.4    0.063    0.0677  44.55   0.053798    5.380%
  829     1.4%  12.3    0.063    0.0678  44.61   0.053811    5.381%
  830     1.4%  12.3    0.063    0.0685  44.67   0.053820    5.382%
  831     1.4%  12.3    0.063    0.0684  44.73   0.053821    5.382%
  832     1.4%  12.3    0.063    0.0684  44.78   0.053826    5.383%
  833     1.4%  12.3    0.063    0.0681  44.85   0.053839    5.384%
  834     1.4%  12.4    0.063    0.0682  44.91   0.053848    5.385%
  835     1.3%  12.4    0.063    0.0678  44.95   0.053835    5.383%
  836     1.3%  12.3    0.063    0.0679  45.02   0.053857    5.386%
  837     1.3%  12.4    0.063    0.0677  45.10   0.053882    5.388%
  838     1.3%  12.4    0.063    0.0679  45.16   0.053895    5.390%
  839     1.3%  12.4    0.063    0.0679  45.22   0.053902    5.390%
  840     1.2%  12.3    0.063    0.0682  45.30   0.053928    5.393%
  841     1.2%  12.4    0.063    0.0677  45.37   0.053945    5.394%
  842     1.2%  12.4    0.063    0.0676  45.44   0.053969    5.397%
  843     1.2%  12.4    0.063    0.0674  45.50   0.053970    5.397%
  844     1.2%  12.4    0.063    0.0676  45.58   0.054008    5.401%
  845     1.2%  12.4    0.063    0.0674  45.65   0.054025    5.402%
  846     1.2%  12.3    0.063    0.0679  45.72   0.054048    5.405%
  847     1.1%  12.3    0.063    0.0676  45.81   0.054080    5.408%
  848     1.1%  12.4    0.063    0.0676  45.89   0.054111    5.411%
  849     1.1%  12.3    0.063    0.0678  45.97   0.054146    5.415%
  850     1.1%  12.3    0.063    0.0684  46.05   0.054178    5.418%
  851     1.1%  12.3    0.063    0.0683  46.12   0.054196    5.420%
  852     1.1%  12.3    0.063     0.068  46.19   0.054215    5.422%
  853     1.1%  12.3    0.063     0.068  46.28   0.054256    5.426%
  854     1.0%  12.3    0.063    0.0683  46.33   0.054251    5.425%
  855     1.0%  12.3    0.063    0.0694  46.41   0.054285    5.429%
  856     1.0%  12.2    0.063    0.0687  46.49   0.054308    5.431%
  857     1.0%  12.3    0.063    0.0684  46.56   0.054325    5.432%

    L   1.0000   0.5000   0.2500   0.1000   1.0000   0.5000   0.2500   0.1000
-----  -------  -------  -------  -------  -------  -------  -------  -------

Truncate at first Q
  Len     Q=5    Q=10    Q=15    Q=20
-----  ------  ------  ------  ------
  857    0.4%    0.0%    0.0%    0.0%
  856    0.4%    0.0%    0.0%    0.0%
  855    0.4%    0.0%    0.0%    0.0%
  854    0.5%    0.0%    0.0%    0.0%
  853    0.5%    0.0%    0.0%    0.0%
  852    0.5%    0.0%    0.0%    0.0%
  851    0.5%    0.0%    0.0%    0.0%
  850    0.5%    0.0%    0.0%    0.0%
  849    0.5%    0.0%    0.0%    0.0%
  848    0.5%    0.0%    0.0%    0.0%
  847    0.5%    0.0%    0.0%    0.0%
  846    0.5%    0.0%    0.0%    0.0%
  845    0.5%    0.0%    0.0%    0.0%
  844    0.5%    0.0%    0.0%    0.0%
  843    0.5%    0.0%    0.0%    0.0%
  842    0.5%    0.0%    0.0%    0.0%
  841    0.5%    0.0%    0.0%    0.0%
  840    0.5%    0.0%    0.0%    0.0%
  839    0.5%    0.0%    0.0%    0.0%
  838    0.5%    0.0%    0.0%    0.0%
  837    0.5%    0.0%    0.0%    0.0%
  836    0.5%    0.0%    0.0%    0.0%
  835    0.6%    0.0%    0.0%    0.0%
  834    0.6%    0.0%    0.0%    0.0%
  833    0.6%    0.0%    0.0%    0.0%
  832    0.6%    0.0%    0.0%    0.0%
  831    0.6%    0.0%    0.0%    0.0%
  830    0.6%    0.0%    0.0%    0.0%
  829    0.6%    0.0%    0.0%    0.0%
  828    0.6%    0.0%    0.0%    0.0%
  827    0.6%    0.0%    0.0%    0.0%
  826    0.6%    0.0%    0.0%    0.0%
  825    0.6%    0.0%    0.0%    0.0%
  824    0.6%    0.0%    0.0%    0.0%
  823    0.6%    0.0%    0.0%    0.0%
  822    0.6%    0.0%    0.0%    0.0%
  821    0.6%    0.0%    0.0%    0.0%
  820    0.6%    0.0%    0.0%    0.0%
  819    0.6%    0.0%    0.0%    0.0%
  818    0.6%    0.0%    0.0%    0.0%
  817    0.7%    0.0%    0.0%    0.0%
  816    0.7%    0.0%    0.0%    0.0%
  815    0.7%    0.0%    0.0%    0.0%
  814    0.7%    0.0%    0.0%    0.0%
  813    0.7%    0.0%    0.0%    0.0%
  812    0.7%    0.0%    0.0%    0.0%
  811    0.7%    0.0%    0.0%    0.0%
  810    0.7%    0.0%    0.0%    0.0%
  809    0.7%    0.0%    0.0%    0.0%
  808    0.7%    0.0%    0.0%    0.0%
  807    0.7%    0.0%    0.0%    0.0%
  806    0.7%    0.0%    0.0%    0.0%
  805    0.7%    0.0%    0.0%    0.0%
  804    0.7%    0.0%    0.0%    0.0%
  803    0.7%    0.0%    0.0%    0.0%
  802    0.7%    0.0%    0.0%    0.0%
  801    0.8%    0.0%    0.0%    0.0%
  800    0.8%    0.0%    0.0%    0.0%
  799    0.8%    0.0%    0.0%    0.0%
  798    0.8%    0.0%    0.0%    0.0%
  797    0.8%    0.0%    0.0%    0.0%
  796    0.8%    0.0%    0.0%    0.0%
  795    0.8%    0.0%    0.0%    0.0%
  794    0.8%    0.0%    0.0%    0.0%
  793    0.8%    0.0%    0.0%    0.0%
  792    0.8%    0.0%    0.0%    0.0%
  791    0.8%    0.0%    0.0%    0.0%
  790    0.8%    0.0%    0.0%    0.0%
  789    0.8%    0.0%    0.0%    0.0%
  788    0.8%    0.0%    0.0%    0.0%
  787    0.8%    0.0%    0.0%    0.0%
  786    0.9%    0.0%    0.0%    0.0%
  785    0.9%    0.0%    0.0%    0.0%
  784    0.9%    0.0%    0.0%    0.0%
  783    0.9%    0.0%    0.0%    0.0%
  782    0.9%    0.0%    0.0%    0.0%
  781    0.9%    0.0%    0.0%    0.0%
  780    0.9%    0.0%    0.0%    0.0%
  779    0.9%    0.0%    0.0%    0.0%
  778    0.9%    0.0%    0.0%    0.0%
  777    0.9%    0.0%    0.0%    0.0%
  776    0.9%    0.0%    0.0%    0.0%
  775    0.9%    0.0%    0.0%    0.0%
  774    1.0%    0.0%    0.0%    0.0%
  773    1.0%    0.0%    0.0%    0.0%
  772    1.0%    0.0%    0.0%    0.0%
  771    1.0%    0.0%    0.0%    0.0%
  770    1.0%    0.0%    0.0%    0.0%
  769    1.0%    0.0%    0.0%    0.0%
  768    1.0%    0.0%    0.0%    0.0%
  767    1.0%    0.0%    0.0%    0.0%
  766    1.0%    0.0%    0.0%    0.0%
  765    1.0%    0.0%    0.0%    0.0%
  764    1.0%    0.0%    0.0%    0.0%
  763    1.0%    0.0%    0.0%    0.0%
  762    1.0%    0.0%    0.0%    0.0%
  761    1.1%    0.0%    0.0%    0.0%
  760    1.1%    0.0%    0.0%    0.0%
  759    1.1%    0.0%    0.0%    0.0%
  758    1.1%    0.0%    0.0%    0.0%
  757    1.1%    0.0%    0.0%    0.0%
  756    1.1%    0.0%    0.0%    0.0%
  755    1.1%    0.0%    0.0%    0.0%
  754    1.1%    0.0%    0.0%    0.0%
  753    1.1%    0.0%    0.0%    0.0%
